"","year","age","value","groups","Age","Year"
"188",2001,13,0.0627482,"obs","13","2001"
"189",2001,14,0.0488977,"obs","14","2001"
"190",2001,15,0.0502188,"obs","15","2001"
"191",2001,16,0.0539185,"obs","16","2001"
"192",2001,17,0.04452,"obs","17","2001"
"193",2001,18,0.0581509,"obs","18","2001"
"194",2001,19,0.0287518,"obs","19","2001"
"195",2001,20,0.0221253,"obs","20","2001"
"196",2001,21,0.0165204,"obs","21","2001"
"197",2001,22,0.011577,"obs","22","2001"
"198",2001,23,0.0265689,"obs","23","2001"
"199",2001,24,0.0448129,"obs","24","2001"
"200",2001,25,0.0287275,"obs","25","2001"
"201",2001,26,0.0424107,"obs","26","2001"
"202",2001,27,0.0122283,"obs","27","2001"
"203",2001,28,0.00901265,"obs","28","2001"
"204",2001,29,0.0241659,"obs","29","2001"
"205",2001,30,0.0206448,"obs","30","2001"
"206",2001,31,0.0136845,"obs","31","2001"
"207",2001,32,0.0188886,"obs","32","2001"
"208",2001,33,0.0108443,"obs","33","2001"
"209",2001,34,0.00797062,"obs","34","2001"
"210",2001,35,0.0166567,"obs","35","2001"
"211",2001,36,0.00380081,"obs","36","2001"
"212",2001,37,0.000206152,"obs","37","2001"
"213",2001,38,0,"obs","38","2001"
"214",2001,39,0.00174731,"obs","39","2001"
"215",2001,40,0.0104881,"obs","40","2001"
"216",2001,41,0.009077,"obs","41","2001"
"217",2001,42,0,"obs","42","2001"
"218",2001,43,0,"obs","43","2001"
"219",2001,44,0,"obs","44","2001"
"220",2001,45,0.00686088,"obs","45","2001"
"221",2003,2,0,"obs","2","2003"
"222",2003,3,0.000604205,"obs","3","2003"
"223",2003,4,0.00145826,"obs","4","2003"
"224",2003,5,0.034724,"obs","5","2003"
"225",2003,6,0.0209755,"obs","6","2003"
"226",2003,7,0.0144324,"obs","7","2003"
"227",2003,8,0.0963405,"obs","8","2003"
"228",2003,9,0.126206,"obs","9","2003"
"229",2003,10,0.0564272,"obs","10","2003"
"230",2003,11,0.0360285,"obs","11","2003"
"231",2003,12,0.0291428,"obs","12","2003"
"232",2003,13,0.0213232,"obs","13","2003"
"233",2003,14,0.0513725,"obs","14","2003"
"234",2003,15,0.0332861,"obs","15","2003"
"235",2003,16,0.0427464,"obs","16","2003"
"236",2003,17,0,"obs","17","2003"
"237",2003,18,0.0175911,"obs","18","2003"
"238",2003,19,0.0296338,"obs","19","2003"
"239",2003,20,0.0610911,"obs","20","2003"
"240",2003,21,0.0118985,"obs","21","2003"
"241",2003,22,0.0205301,"obs","22","2003"
"242",2003,23,0.0106341,"obs","23","2003"
"243",2003,24,0.00657101,"obs","24","2003"
"244",2003,25,0.0135046,"obs","25","2003"
"245",2003,26,0.0252647,"obs","26","2003"
"246",2003,27,0.0299269,"obs","27","2003"
"247",2003,28,0.0538715,"obs","28","2003"
"248",2003,29,0.0345379,"obs","29","2003"
"249",2003,30,0.0156448,"obs","30","2003"
"250",2003,31,0,"obs","31","2003"
"251",2003,32,0,"obs","32","2003"
"252",2003,33,0.0414939,"obs","33","2003"
"253",2003,34,0.00991812,"obs","34","2003"
"254",2003,35,0.0122545,"obs","35","2003"
"255",2003,36,0.0069184,"obs","36","2003"
"256",2003,37,0.0189348,"obs","37","2003"
"257",2003,38,0,"obs","38","2003"
"258",2003,39,0.00328993,"obs","39","2003"
"259",2003,40,0.0114224,"obs","40","2003"
"260",2003,41,0,"obs","41","2003"
"261",2003,42,0,"obs","42","2003"
"262",2003,43,0,"obs","43","2003"
"263",2003,44,0,"obs","44","2003"
"264",2003,45,0,"obs","45","2003"
"265",2005,2,0,"obs","2","2005"
"266",2005,3,0.000137082,"obs","3","2005"
"267",2005,4,0.00108967,"obs","4","2005"
"268",2005,5,0.00140874,"obs","5","2005"
"269",2005,6,0.0143527,"obs","6","2005"
"270",2005,7,0.0370369,"obs","7","2005"
"271",2005,8,0.0519155,"obs","8","2005"
"272",2005,9,0.0466543,"obs","9","2005"
"273",2005,10,0.0610931,"obs","10","2005"
"274",2005,11,0.0465507,"obs","11","2005"
"275",2005,12,0.0332724,"obs","12","2005"
"276",2005,13,0.0110565,"obs","13","2005"
"277",2005,14,0.0208814,"obs","14","2005"
"278",2005,15,0.0118745,"obs","15","2005"
"279",2005,16,0.019688,"obs","16","2005"
"280",2005,17,0.032103,"obs","17","2005"
"281",2005,18,0.0305923,"obs","18","2005"
"282",2005,19,0.0080861,"obs","19","2005"
"283",2005,20,0.0387183,"obs","20","2005"
"284",2005,21,0.0463929,"obs","21","2005"
"285",2005,22,0.0185927,"obs","22","2005"
"286",2005,23,0.0124566,"obs","23","2005"
"287",2005,24,0.0116614,"obs","24","2005"
"288",2005,25,0.0212241,"obs","25","2005"
"289",2005,26,0.0252187,"obs","26","2005"
"290",2005,27,0.0216712,"obs","27","2005"
"291",2005,28,0.037366,"obs","28","2005"
"292",2005,29,0.0357838,"obs","29","2005"
"293",2005,30,0.0383384,"obs","30","2005"
"294",2005,31,0.0231061,"obs","31","2005"
"295",2005,32,0.0397639,"obs","32","2005"
"296",2005,33,0.0182454,"obs","33","2005"
"297",2005,34,0.0464375,"obs","34","2005"
"298",2005,35,0.0272032,"obs","35","2005"
"299",2005,36,0.0240503,"obs","36","2005"
"300",2005,37,0.0113949,"obs","37","2005"
"301",2005,38,0.00511726,"obs","38","2005"
"302",2005,39,0.0108579,"obs","39","2005"
"303",2005,40,0.0111812,"obs","40","2005"
"304",2005,41,0.0043976,"obs","41","2005"
"305",2005,42,0,"obs","42","2005"
"306",2005,43,0.00405371,"obs","43","2005"
"307",2005,44,0.0132291,"obs","44","2005"
"308",2005,45,0.0257447,"obs","45","2005"
"309",2007,2,0.000133892,"obs","2","2007"
"310",2007,3,0,"obs","3","2007"
"311",2007,4,2.16791e-05,"obs","4","2007"
"312",2007,5,0.000831568,"obs","5","2007"
"313",2007,6,0.00675236,"obs","6","2007"
"314",2007,7,0.00365364,"obs","7","2007"
"315",2007,8,0.0286293,"obs","8","2007"
"316",2007,9,0.0906821,"obs","9","2007"
"317",2007,10,0.0575365,"obs","10","2007"
"318",2007,11,0.0742866,"obs","11","2007"
"319",2007,12,0.063397,"obs","12","2007"
"320",2007,13,0.0828299,"obs","13","2007"
"321",2007,14,0.0310101,"obs","14","2007"
"322",2007,15,0.0174978,"obs","15","2007"
"323",2007,16,0.0260439,"obs","16","2007"
"324",2007,17,0.0202096,"obs","17","2007"
"325",2007,18,0.0102908,"obs","18","2007"
"326",2007,19,0.0200557,"obs","19","2007"
"327",2007,20,0.0278297,"obs","20","2007"
"328",2007,21,0.0327738,"obs","21","2007"
"329",2007,22,0.0379432,"obs","22","2007"
"330",2007,23,0.0489957,"obs","23","2007"
"331",2007,24,0.0109629,"obs","24","2007"
"332",2007,25,0.0115506,"obs","25","2007"
"333",2007,26,0.0138416,"obs","26","2007"
"334",2007,27,0.026711,"obs","27","2007"
"335",2007,28,0.0282425,"obs","28","2007"
"336",2007,29,0.0297872,"obs","29","2007"
"337",2007,30,0.0333067,"obs","30","2007"
"338",2007,31,0.0243498,"obs","31","2007"
